City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,codajas,-3.8367,-62.0569,28.76,76,43,1.4,BR,1686132601
363,manadhoo,5.7667,73.3833,28.81,80,94,6.97,MV,1686185531
364,patnos,39.2336,42.8634,13.16,61,0,2.19,TR,1686102153
365,novoagansk,61.9449,76.6625,14.37,95,100,1.25,RU,1686172274
366,montepuez,-13.1256,38.9997,18.78,83,57,1.96,MZ,1686109296
367,puerto deseado,-47.7503,-65.8938,8.47,51,100,4.3,AR,1686139588
368,urlati,44.9833,26.2333,19.77,69,86,2.02,RO,1686104965
369,melfi,40.9965,15.6514,17.31,90,34,1.21,IT,1686108349
370,choyr,46.3611,108.3611,12.08,37,29,4.2,MN,1686171311
371,vaslui,46.6333,27.7333,15.15,55,100,2.81,RO,1686104212
372,lindi,-10.0,39.7167,21.42,97,9,1.75,TZ,1686108798
373,rutana,-3.8667,30.1,14.52,70,0,1.78,BI,1686110483
374,east london,-33.0153,27.9116,15.52,77,0,5.14,ZA,1686114357
375,whitehorse,60.7161,-135.0538,17.23,48,40,4.12,CA,1686137646
376,port-gentil,-0.7193,8.7815,23.98,94,20,4.63,GA,1686115284
377,willow street,39.9793,-76.2764,25.09,33,100,4.12,US,1686130603
378,sinop,41.7711,34.8709,14.3,85,0,2.3,TR,1686103583
379,pointe-noire,-4.7761,11.8635,23.65,82,37,2.86,CG,1686114952
380,termoli,41.9888,14.9895,19.21,78,98,1.89,IT,1686108309
381,princeton,25.5384,-80.4089,30.01,74,75,3.09,US,1686133818
382,mount pearl,47.5166,-52.7813,11.92,95,100,0.0,CA,1686123307
383,nema,57.5067,50.5011,10.13,69,72,3.62,RU,1686095013
384,tocopilla,-22.092,-70.1979,19.21,71,15,2.46,CL,1686136500
385,nova vicosa,-17.8919,-39.3719,22.49,75,26,3.05,BR,1686128623
386,burley,42.5357,-113.7928,21.98,53,75,2.57,US,1686139099
387,adamovka,51.5223,59.9396,13.54,67,97,3.04,RU,1686181482
388,kampene,-3.6,26.6667,21.67,75,6,1.0,CD,1686111281
389,alice springs,-23.7,133.8833,8.75,100,0,3.6,AU,1686174121
390,hasaki,35.7333,140.8333,19.56,71,98,2.56,JP,1686165641
391,geraldton,-28.7667,114.6,10.23,93,83,4.63,AU,1686179387
392,san jose del cabo,23.0589,-109.6977,32.0,48,0,6.17,MX,1686141159
393,catalca,41.1432,28.4615,18.86,92,27,6.96,TR,1686105246
394,fort st. john,56.2499,-120.8529,20.94,28,40,2.57,CA,1686136705
395,lepsy,46.235,78.9456,24.48,30,31,4.48,KZ,1686178400
396,qamdo,31.1667,97.2333,3.18,59,0,0.47,CN,1686176812
397,aydarken,39.9443,71.3429,16.06,36,1,3.3,KG,1686181573
398,zheleznodorozhnyy,55.7503,38.0042,15.75,79,57,1.01,RU,1686098816
399,roma,43.2128,-75.4557,18.79,51,100,6.69,US,1686129757
400,phalaborwa,-23.943,31.1411,18.6,55,0,2.22,ZA,1686112392
401,kamuthi,9.4073,78.3734,29.78,63,100,2.95,IN,1686183956
402,vega de alatorre,20.0333,-96.6333,30.66,67,13,6.38,MX,1686138387
403,dar kulayb,26.0686,50.5039,33.97,49,0,2.22,BH,1686102332
404,shimoda,34.6667,138.95,20.06,84,100,0.16,JP,1686166266
405,lata,40.1629,-8.3327,20.51,92,51,1.04,PT,1686114265
406,namibe,-15.1961,12.1522,18.31,77,5,3.38,AO,1686115961
407,brookings,44.3114,-96.7984,32.19,42,0,2.57,US,1686134638
408,lewistown,40.5992,-77.5714,25.1,59,0,5.66,US,1686130795
409,cambria,35.5641,-121.0808,19.75,76,52,1.34,US,1686142131
410,lodja,-3.4833,23.4333,23.07,74,60,0.74,CD,1686112045
411,rayong,12.8333,101.4333,27.38,90,100,2.93,TH,1686178058
412,sao vicente,-23.9631,-46.3919,28.1,49,0,1.22,BR,1686131007
413,touros,-5.1989,-35.4608,26.14,82,7,5.58,BR,1686126355
414,al qaryatayn,34.2296,37.2407,22.85,39,0,2.1,SY,1686104353
415,ar ruways,24.1103,52.7306,30.24,55,0,0.79,AE,1686188445
416,sao lourenco da serra,-23.8525,-46.9425,23.5,85,0,0.97,BR,1686131126
417,zalingei,12.9096,23.4741,24.42,68,91,1.15,SD,1686110357
418,koutiala,12.3917,-5.4642,34.6,27,100,2.83,ML,1686117358
419,shimokizukuri,40.8061,140.3861,17.75,97,4,1.17,JP,1686164840
420,makrana,27.05,74.7167,31.31,36,9,2.29,IN,1686182789
421,port moresby,-9.4431,147.1797,25.68,89,75,5.14,PG,1686169361
422,kimbe,-5.5502,150.1429,24.74,91,62,1.61,PG,1686168252
423,arraial do cabo,-22.9661,-42.0278,21.92,73,0,4.63,BR,1686129840
424,kidal,18.4411,1.4078,35.06,12,3,3.3,ML,1686115041
425,balao,-2.9167,-79.8167,26.65,81,76,1.2,EC,1686136771
426,kone,-21.0595,164.8658,19.82,64,1,1.04,NC,1686166372
427,brigantine,39.4101,-74.3646,24.52,34,0,5.14,US,1686130251
428,belyy yar,53.6039,91.3903,16.94,63,0,0.0,RU,1686173220
429,queenstown,-31.8976,26.8753,12.3,22,54,5.12,ZA,1686114447
430,pariaman,-0.619,100.12,25.8,81,100,1.14,ID,1686179761
431,boda,4.3189,17.4695,22.08,91,88,1.72,CF,1686112691
432,caxias,38.7031,-9.2767,22.28,82,75,5.66,PT,1686114762
433,corner brook,48.9667,-57.9484,11.09,94,100,2.31,CA,1686124158
434,colwyn bay,53.2948,-3.7267,16.23,68,1,2.81,GB,1686109786
435,shangrao,28.4532,117.9686,23.12,98,99,1.49,CN,1686172219
436,boguchany,58.3814,97.4531,16.85,90,62,0.65,RU,1686169649
437,port shepstone,-30.7414,30.455,22.52,41,0,3.96,ZA,1686113426
438,sodankyla,67.4167,26.6,6.53,93,100,1.37,FI,0
439,ceeldheer,3.8488,47.1806,26.28,81,96,7.66,SO,1686105607
440,sangola,17.4333,75.2,28.98,51,8,7.53,IN,1686183847
441,zaozersk,69.4005,32.4476,3.97,80,71,1.07,RU,0
442,salalah,17.0151,54.0924,30.05,79,20,2.06,OM,1686188960
443,blythe,33.6103,-114.5964,33.91,14,1,6.07,US,1686140887
444,gamba,-2.65,10.0,22.92,88,100,2.13,GA,1686115186
445,sisimiut,66.9395,-53.6735,0.39,68,100,2.71,GL,0
446,linxia chengguanzhen,35.6003,103.2064,12.85,47,100,1.84,CN,1686174693
447,lianhe,47.1333,129.2667,13.14,98,100,0.76,CN,1686166102
448,tonkino,57.3726,46.4629,11.21,94,99,5.76,RU,1686096047
449,plastun,44.7561,136.2939,12.1,98,100,0.55,RU,1686164989
450,swift current,50.2834,-107.8014,25.45,61,40,3.6,CA,1686135739
451,harnosand,62.6323,17.9379,12.01,65,88,1.99,SE,1686099441
452,ostersund,63.1792,14.6357,9.23,36,0,5.66,SE,1686099708
453,ashland,40.8167,-82.2665,21.7,31,0,5.27,US,1686131880
454,daru,-9.0763,143.2092,25.66,89,100,7.71,PG,1686170276
455,plav,42.5969,19.9456,12.88,90,100,0.8,ME,1686106995
456,guaimaca,14.5333,-86.8167,24.56,70,100,0.14,HN,1686136652
457,az zawiyah,32.0963,35.0398,23.39,84,0,3.6,PS,1686105207
458,kasongo,-4.45,26.6667,23.58,54,24,1.22,CD,1686111366
459,charters towers,-20.1,146.2667,14.53,92,70,2.96,AU,1686170727
460,nykvarn,59.8,18.3,14.94,74,2,3.11,SE,1686101470
461,sapulpa,35.9987,-96.1142,33.15,45,3,0.63,US,1686136068
462,puerto el triunfo,13.2833,-88.55,31.51,68,100,4.12,SV,1686137204
463,kyshtovka,56.555,76.6271,17.79,76,9,1.72,RU,1686175552
464,ewo,-0.8725,14.8206,24.63,84,86,1.8,CG,1686113850
465,flin flon,54.7682,-101.865,27.91,42,20,3.09,CA,1686132773
466,qarqaraly,49.4058,75.4742,18.1,46,3,3.56,KZ,1686178397
467,centenario,-38.8043,-68.14,13.86,51,0,2.06,AR,1686138325
468,norilsk,69.3535,88.2027,9.68,94,86,2.81,RU,0
469,perbaungan,3.5679,98.956,26.06,89,100,1.14,ID,1686179617
470,winnemucca,40.973,-117.7357,26.03,27,0,3.09,US,1686140360
471,mandi bahauddin,32.5834,73.4843,28.07,41,0,2.22,PK,1686182301
472,tarrafal de sao nicolau,16.5667,-24.3667,25.33,81,10,1.47,CV,1686121439
473,kannad,20.2667,75.1333,28.63,48,43,4.05,IN,1686183536
474,rio gallegos,-51.6226,-69.2181,5.03,56,0,3.6,AR,1686141413
475,chaoyang,41.5703,120.4586,16.22,34,2,1.51,CN,1686169470
476,nagua,19.3832,-69.8474,27.03,89,40,2.06,DO,1686132034
477,karacoban,39.3492,42.1124,13.38,68,8,2.21,TR,1686102312
478,gaiman,-43.2897,-65.4929,11.56,23,77,4.64,AR,1686138516
479,sejenane,37.0572,9.2381,22.53,67,100,2.15,TN,1686110608
480,enewetak,11.3474,162.3373,27.89,80,91,6.66,MH,1686163599
481,boca do acre,-8.7522,-67.3978,28.09,76,99,0.27,BR,1686134382
482,nueva palestina,15.8,-92.75,30.59,54,66,2.29,MX,1686137937
483,ivdel',60.6911,60.4206,8.27,76,81,1.98,RU,1686177119
484,acarau,-2.8856,-40.12,26.47,82,2,5.56,BR,1686127240
485,srivardhan,18.0333,73.0167,27.8,83,30,1.67,IN,1686184303
486,riberalta,-10.9833,-66.1,32.11,58,75,3.09,BO,1686134301
487,whistler,50.1164,-122.9695,28.57,10,0,1.03,CA,1686139428
488,kargasok,59.0556,80.8572,17.21,81,96,3.14,RU,1686173253
489,sufalat sama'il,23.3167,58.0167,33.82,22,0,2.37,OM,1686187275
490,alo,7.4178,6.7371,24.41,94,98,1.95,NG,1686114950
491,malango,-2.9627,119.9001,16.83,79,63,1.17,ID,1686175249
492,buta,2.7858,24.73,22.28,94,87,0.95,CD,1686111103
493,duncan,34.5023,-97.9578,30.59,49,0,2.57,US,1686136754
494,paonta sahib,30.45,77.6167,25.38,43,0,2.68,IN,1686181623
495,mitu,1.1983,-70.1733,28.32,77,35,0.12,CO,1686134043
496,abepura,-2.6333,140.5833,23.45,88,20,1.54,ID,1686170252
497,roja,57.5,22.8167,12.15,70,0,3.29,LV,1686101657
498,rocha,-34.4833,-54.3333,15.49,84,100,2.15,UY,1686134319
499,mumford,5.2618,-0.759,25.69,87,65,6.12,GH,1686116970
500,salinas,36.6777,-121.6555,21.01,72,100,4.12,US,1686142083
501,savannakhet,16.566,104.751,24.52,93,100,1.57,LA,1686176852
502,banff,51.1762,-115.5698,26.57,12,0,2.57,CA,1686137329
503,sur,22.5667,59.5289,34.77,35,93,5.54,OM,1686187005
504,isangel,-19.55,169.2667,21.88,58,0,4.33,VU,1686165143
505,al mijlad,11.0333,27.7333,29.98,43,56,1.28,SD,1686109534
506,puerto san jose,13.9256,-90.8244,30.69,60,83,3.3,GT,1686137680
507,kenai,60.5544,-151.2583,12.79,88,100,6.69,US,1686141643
508,badiyah,22.45,58.8,32.47,36,8,2.8,OM,1686187194
509,chardara,41.2547,67.9692,26.77,22,93,3.83,KZ,1686182128
510,la passe,45.5549,-0.8967,26.13,64,100,2.46,FR,1686111342
511,tralee,52.2704,-9.7026,13.68,85,43,2.86,IE,1686111575
512,hinton,53.4001,-117.5857,27.41,15,29,0.2,CA,1686137063
513,parauapebas,-6.0675,-49.9022,31.99,54,20,2.57,BR,1686129909
514,xinzhi,36.4989,111.7047,21.9,39,0,1.55,CN,1686172503
515,harstad,68.799,16.5293,5.09,100,100,5.81,NO,0
516,necochea,-38.5473,-58.7368,12.71,50,99,2.76,AR,1686136024
517,tura,25.5198,90.2201,26.28,75,87,3.26,IN,1686179268
518,umluj,25.0213,37.2685,33.47,30,0,2.65,SA,1686105643
519,khomeyn,33.6423,50.0789,17.47,61,90,1.89,IR,1686187755
520,pestretsy,55.7531,49.6545,13.08,77,30,3.5,RU,1686096020
521,duck lake,52.8168,-106.2344,25.79,38,5,1.28,CA,1686134547
522,magadan,59.5667,150.8,11.41,70,13,0.92,RU,1686156175
523,cascais,38.6979,-9.4215,22.29,94,75,7.6,PT,1686114797
524,sungai penuh,-2.0833,101.3833,18.61,97,100,0.85,ID,1686179605
525,papao,-17.75,-149.55,27.82,71,48,9.07,PF,1686155056
526,palapye,-22.546,27.1251,17.17,57,0,2.78,BW,1686113190
527,parras de la fuente,25.4167,-102.1833,30.82,21,43,4.1,MX,1686139060
528,lashio,22.9333,97.75,21.4,99,99,0.16,MM,1686177787
529,nelson bay,-32.7167,152.15,12.78,96,1,2.24,AU,1686170916
530,nova sintra,14.8667,-24.7167,22.07,80,6,2.94,CV,1686121711
531,koprubasi,40.8086,40.1238,15.8,80,3,2.41,TR,1686102513
532,egilsstadir,65.2653,-14.3948,11.95,58,0,9.77,IS,1686103899
533,severo-yeniseyskiy,60.3725,93.0408,16.34,79,100,2.02,RU,1686169514
534,rikaze,29.25,88.8833,9.42,45,0,2.11,CN,1686179089
535,kuching,1.55,110.3333,26.69,100,40,0.0,MY,1686177091
536,afaahiti,-17.75,-149.2833,26.93,74,49,8.71,PF,1686154992
537,harnai,30.1005,67.9374,30.17,38,0,1.98,PK,1686183996
538,saudarkrokur,65.7461,-19.6394,12.66,52,100,2.52,IS,1686104141
539,tongchuanshi,35.0806,109.0897,19.82,44,11,3.58,CN,1686173366
540,kailua-kona,19.6406,-155.9956,27.98,79,75,3.6,US,1686152680
541,yuyao,30.05,121.1494,23.87,98,38,1.56,CN,1686171233
542,manta,-0.95,-80.7333,29.88,89,75,7.72,EC,1686136794
543,aripuana,-9.1667,-60.6333,27.18,76,99,1.15,BR,1686132801
544,santa ana,33.7456,-117.8678,23.26,62,75,5.14,US,1686141651
545,tangalle,6.024,80.7911,26.39,84,40,5.0,LK,1686183726
